rank	model_name	score	cluster_id
1	rigidbody_97.pdb	32.25	-
2	rigidbody_119.pdb	33.74	-
3	rigidbody_124.pdb	41.16	-
4	rigidbody_160.pdb	51.01	-
5	rigidbody_107.pdb	58.80	1
6	rigidbody_197.pdb	59.13	-
7	rigidbody_17.pdb	62.88	-
8	rigidbody_157.pdb	62.97	-
9	rigidbody_62.pdb	63.98	-
10	rigidbody_113.pdb	69.39	-
11	rigidbody_129.pdb	69.50	-
12	rigidbody_137.pdb	72.11	1
13	rigidbody_61.pdb	72.39	-
14	rigidbody_22.pdb	73.02	2
15	rigidbody_56.pdb	73.23	-
16	rigidbody_120.pdb	73.44	2
17	rigidbody_51.pdb	73.59	-
18	rigidbody_196.pdb	74.28	-
19	rigidbody_13.pdb	74.49	-
20	rigidbody_19.pdb	74.82	-
21	rigidbody_3.pdb	74.94	-
22	rigidbody_166.pdb	75.06	-
23	rigidbody_71.pdb	75.40	-
24	rigidbody_66.pdb	75.48	-
25	rigidbody_77.pdb	75.88	-
26	rigidbody_64.pdb	76.17	-
27	rigidbody_91.pdb	76.73	-
28	rigidbody_96.pdb	76.84	1
29	rigidbody_30.pdb	77.13	1
30	rigidbody_46.pdb	77.13	2
31	rigidbody_99.pdb	77.83	-
32	rigidbody_101.pdb	78.47	2
33	rigidbody_9.pdb	78.89	3
34	rigidbody_47.pdb	79.31	1
35	rigidbody_152.pdb	79.47	-
36	rigidbody_134.pdb	79.57	2
37	rigidbody_198.pdb	79.99	1
38	rigidbody_1.pdb	80.39	2
39	rigidbody_33.pdb	80.49	-
40	rigidbody_177.pdb	81.25	-
41	rigidbody_127.pdb	81.29	1
42	rigidbody_125.pdb	81.75	-
43	rigidbody_42.pdb	83.76	-
44	rigidbody_59.pdb	83.82	2
45	rigidbody_185.pdb	84.03	3
46	rigidbody_170.pdb	84.50	2
47	rigidbody_102.pdb	84.62	-
48	rigidbody_148.pdb	84.81	-
49	rigidbody_49.pdb	85.10	-
50	rigidbody_40.pdb	85.30	-
51	rigidbody_159.pdb	86.10	1
52	rigidbody_83.pdb	86.11	1
53	rigidbody_84.pdb	86.19	2
54	rigidbody_144.pdb	86.52	2
55	rigidbody_2.pdb	86.52	-
56	rigidbody_136.pdb	86.57	-
57	rigidbody_63.pdb	87.16	3
58	rigidbody_57.pdb	87.23	-
59	rigidbody_79.pdb	87.73	-
60	rigidbody_35.pdb	88.73	2
61	rigidbody_106.pdb	89.28	-
62	rigidbody_37.pdb	89.40	-
