rank	model_name	score	cluster_id
1	flexref_2.pdb	-121.31	3
2	flexref_3.pdb	-98.96	3
3	flexref_24.pdb	-89.67	1
4	flexref_6.pdb	-85.68	3
5	flexref_1.pdb	-63.45	3
6	flexref_4.pdb	-51.80	3
7	flexref_22.pdb	-50.72	1
8	flexref_7.pdb	-46.95	3
9	flexref_25.pdb	-46.94	1
10	flexref_27.pdb	-44.36	1
11	flexref_8.pdb	-43.84	3
12	flexref_15.pdb	-38.03	2
13	flexref_21.pdb	-36.70	1
14	flexref_9.pdb	-34.23	3
15	flexref_29.pdb	-30.38	1
16	flexref_28.pdb	-28.64	1
17	flexref_5.pdb	-26.69	3
18	flexref_11.pdb	-24.48	2
19	flexref_14.pdb	-19.69	2
20	flexref_10.pdb	-13.46	3
21	flexref_12.pdb	-8.45	2
22	flexref_23.pdb	-0.05	1
23	flexref_17.pdb	0.94	2
24	flexref_13.pdb	1.03	2
25	flexref_26.pdb	3.71	1
26	flexref_19.pdb	3.99	2
27	flexref_30.pdb	8.52	1
28	flexref_18.pdb	16.35	2
29	flexref_16.pdb	17.97	2
30	flexref_20.pdb	19.02	2

