rank	model_name	score	cluster_id
1	flexref_2.pdb	-87.92	-
2	flexref_1.pdb	-85.96	-
3	flexref_8.pdb	-67.12	-
4	flexref_5.pdb	-56.23	-
5	flexref_4.pdb	-54.54	-
6	flexref_10.pdb	-50.23	-
7	flexref_16.pdb	-45.34	1
8	flexref_6.pdb	-41.04	-
9	flexref_14.pdb	-38.33	1
10	flexref_3.pdb	-35.58	-
11	flexref_13.pdb	-34.62	1
12	flexref_9.pdb	-28.49	-
13	flexref_7.pdb	-26.93	-
14	flexref_11.pdb	-25.72	1
15	flexref_20.pdb	-7.42	1
16	flexref_12.pdb	-6.57	1
17	flexref_18.pdb	1.31	1
18	flexref_15.pdb	3.35	1
19	flexref_17.pdb	9.55	1
20	flexref_19.pdb	13.53	1

