structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-144.10064
mdscoring_2.pdb	mdref_2.pdb	None	-156.52399
mdscoring_3.pdb	mdref_3.pdb	None	-150.63953999999998
mdscoring_4.pdb	mdref_4.pdb	None	-117.45759
mdscoring_5.pdb	mdref_5.pdb	None	-151.50061
mdscoring_6.pdb	mdref_6.pdb	None	-109.676987
mdscoring_7.pdb	mdref_7.pdb	None	-99.87812311
mdscoring_8.pdb	mdref_8.pdb	None	-101.36606
mdscoring_9.pdb	mdref_9.pdb	None	-102.76022999999999
mdscoring_10.pdb	mdref_10.pdb	None	-105.07619000000001
