structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-190.53365000000002
mdscoring_2.pdb	mdref_2.pdb	None	-197.14597000000003
mdscoring_3.pdb	mdref_3.pdb	None	-185.4168
mdscoring_4.pdb	mdref_4.pdb	None	-176.04823
mdscoring_5.pdb	mdref_5.pdb	None	-168.95562999999999
mdscoring_6.pdb	mdref_6.pdb	None	-173.45605
mdscoring_7.pdb	mdref_7.pdb	None	-196.52621
mdscoring_8.pdb	mdref_8.pdb	None	-166.34936000000002
mdscoring_9.pdb	mdref_9.pdb	None	-201.30983
mdscoring_10.pdb	mdref_10.pdb	None	-177.672412
