structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-182.02769000000004
mdscoring_2.pdb	mdref_2.pdb	None	-167.54318
mdscoring_3.pdb	mdref_3.pdb	None	-187.39692
mdscoring_4.pdb	mdref_4.pdb	None	-178.5934
mdscoring_5.pdb	mdref_5.pdb	None	-178.61147
mdscoring_6.pdb	mdref_6.pdb	None	-173.13016699999997
mdscoring_7.pdb	mdref_7.pdb	None	-173.21157
mdscoring_8.pdb	mdref_8.pdb	None	-194.38692000000003
mdscoring_9.pdb	mdref_9.pdb	None	-193.06316
mdscoring_10.pdb	mdref_10.pdb	None	-174.13635
