structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-173.73111
mdscoring_2.pdb	mdref_2.pdb	None	-149.29913000000002
mdscoring_3.pdb	mdref_3.pdb	None	-145.51830999999999
mdscoring_4.pdb	mdref_4.pdb	None	-165.16735000000003
mdscoring_5.pdb	mdref_5.pdb	None	-163.530092
mdscoring_6.pdb	mdref_6.pdb	None	-156.04453
mdscoring_7.pdb	mdref_7.pdb	None	-166.18838
mdscoring_8.pdb	mdref_8.pdb	None	-150.703952
mdscoring_9.pdb	mdref_9.pdb	None	-159.619007
mdscoring_10.pdb	mdref_10.pdb	None	-162.15597999999997
