rank	model_name	score	cluster_id
1	rigidbody_119.pdb	31.44	-
2	rigidbody_43.pdb	38.44	-
3	rigidbody_111.pdb	43.14	-
4	rigidbody_96.pdb	44.15	-
5	rigidbody_52.pdb	45.68	-
6	rigidbody_129.pdb	46.35	-
7	rigidbody_134.pdb	47.86	2
8	rigidbody_130.pdb	48.76	-
9	rigidbody_85.pdb	48.87	-
10	rigidbody_164.pdb	49.06	-
11	rigidbody_62.pdb	51.93	-
12	rigidbody_157.pdb	52.53	-
13	rigidbody_99.pdb	53.90	-
14	rigidbody_26.pdb	54.03	-
15	rigidbody_165.pdb	54.65	-
16	rigidbody_188.pdb	56.94	-
17	rigidbody_154.pdb	57.70	-
18	rigidbody_112.pdb	57.74	-
19	rigidbody_174.pdb	59.09	-
20	rigidbody_66.pdb	59.26	-
21	rigidbody_75.pdb	59.55	-
22	rigidbody_136.pdb	60.22	-
23	rigidbody_61.pdb	60.24	-
24	rigidbody_192.pdb	61.53	-
25	rigidbody_124.pdb	63.32	-
26	rigidbody_9.pdb	63.36	-
27	rigidbody_170.pdb	63.92	-
28	rigidbody_71.pdb	64.29	-
29	rigidbody_137.pdb	64.90	-
30	rigidbody_106.pdb	65.74	2
31	rigidbody_169.pdb	66.20	-
32	rigidbody_115.pdb	67.28	-
33	rigidbody_38.pdb	67.59	-
34	rigidbody_30.pdb	67.75	-
35	rigidbody_67.pdb	68.38	-
36	rigidbody_191.pdb	68.77	-
37	rigidbody_94.pdb	70.17	-
38	rigidbody_196.pdb	70.81	-
39	rigidbody_186.pdb	72.32	-
40	rigidbody_35.pdb	72.84	-
41	rigidbody_97.pdb	73.62	-
42	rigidbody_77.pdb	74.21	-
43	rigidbody_172.pdb	74.32	-
44	rigidbody_4.pdb	74.97	2
45	rigidbody_95.pdb	76.98	-
46	rigidbody_185.pdb	77.22	-
47	rigidbody_3.pdb	77.24	-
48	rigidbody_166.pdb	77.76	-
49	rigidbody_51.pdb	77.85	-
50	rigidbody_69.pdb	77.85	-
51	rigidbody_146.pdb	79.39	-
52	rigidbody_15.pdb	79.39	-
53	rigidbody_81.pdb	80.01	-
54	rigidbody_27.pdb	80.23	-
55	rigidbody_149.pdb	80.31	-
56	rigidbody_48.pdb	81.28	-
57	rigidbody_127.pdb	81.43	-
58	rigidbody_160.pdb	81.75	-
59	rigidbody_53.pdb	82.68	-
60	rigidbody_2.pdb	82.70	-
61	rigidbody_5.pdb	83.96	-
62	rigidbody_78.pdb	84.19	2
63	rigidbody_79.pdb	84.65	2
64	rigidbody_198.pdb	85.24	-
65	rigidbody_153.pdb	85.42	-
66	rigidbody_33.pdb	85.60	-
67	rigidbody_47.pdb	87.00	-
68	rigidbody_37.pdb	87.04	2
69	rigidbody_65.pdb	87.05	-
70	rigidbody_28.pdb	88.47	-
71	rigidbody_144.pdb	88.92	-
72	rigidbody_46.pdb	89.21	-
73	rigidbody_187.pdb	89.30	2
74	rigidbody_88.pdb	90.27	-
75	rigidbody_58.pdb	90.42	2
76	rigidbody_23.pdb	90.43	-
77	rigidbody_197.pdb	90.60	-
78	rigidbody_8.pdb	90.81	-
79	rigidbody_107.pdb	90.86	-
80	rigidbody_101.pdb	90.92	-
81	rigidbody_132.pdb	91.04	-
82	rigidbody_183.pdb	91.70	-
83	rigidbody_152.pdb	91.70	-
84	rigidbody_68.pdb	91.92	-
85	rigidbody_40.pdb	92.30	-
86	rigidbody_128.pdb	93.05	-
87	rigidbody_158.pdb	93.05	-
88	rigidbody_175.pdb	93.20	-
89	rigidbody_64.pdb	93.49	-
90	rigidbody_139.pdb	93.63	-
91	rigidbody_147.pdb	93.94	-
92	rigidbody_45.pdb	94.90	-
93	rigidbody_22.pdb	95.27	-
94	rigidbody_117.pdb	95.55	-
95	rigidbody_162.pdb	95.85	-
96	rigidbody_56.pdb	95.91	1
97	rigidbody_104.pdb	96.25	-
98	rigidbody_120.pdb	96.44	-
99	rigidbody_126.pdb	96.44	2
100	rigidbody_181.pdb	96.47	-
101	rigidbody_49.pdb	96.69	1
102	rigidbody_76.pdb	97.16	-
103	rigidbody_176.pdb	97.51	-
104	rigidbody_178.pdb	98.33	-
105	rigidbody_133.pdb	98.41	-
106	rigidbody_60.pdb	98.48	2
107	rigidbody_90.pdb	98.99	-
108	rigidbody_24.pdb	99.28	-
109	rigidbody_123.pdb	99.40	-
110	rigidbody_59.pdb	100.64	-
111	rigidbody_19.pdb	100.80	-
112	rigidbody_84.pdb	100.97	-
113	rigidbody_16.pdb	101.02	-
114	rigidbody_10.pdb	101.29	1
115	rigidbody_167.pdb	101.53	1
116	rigidbody_1.pdb	101.80	-
117	rigidbody_200.pdb	102.35	-
118	rigidbody_29.pdb	102.73	-
119	rigidbody_102.pdb	102.82	-
120	rigidbody_34.pdb	103.00	-
121	rigidbody_179.pdb	103.05	-
122	rigidbody_125.pdb	103.47	-
123	rigidbody_32.pdb	104.07	-
124	rigidbody_173.pdb	104.25	-
125	rigidbody_155.pdb	104.37	-
126	rigidbody_182.pdb	104.67	-
127	rigidbody_168.pdb	105.17	-
128	rigidbody_171.pdb	105.45	-
129	rigidbody_190.pdb	107.05	1
130	rigidbody_70.pdb	107.82	-
131	rigidbody_13.pdb	108.05	-
132	rigidbody_57.pdb	108.12	-
133	rigidbody_100.pdb	108.15	-
134	rigidbody_98.pdb	108.15	-
135	rigidbody_142.pdb	108.36	1
136	rigidbody_17.pdb	109.09	1
137	rigidbody_122.pdb	109.55	-
138	rigidbody_36.pdb	109.71	-
139	rigidbody_54.pdb	110.71	-
140	rigidbody_6.pdb	111.27	-
141	rigidbody_177.pdb	111.43	-
142	rigidbody_138.pdb	111.54	-
143	rigidbody_83.pdb	111.61	-
144	rigidbody_80.pdb	111.89	-
145	rigidbody_12.pdb	112.02	-
146	rigidbody_141.pdb	112.12	-
147	rigidbody_148.pdb	112.41	-
148	rigidbody_108.pdb	112.57	-
149	rigidbody_194.pdb	113.03	-
150	rigidbody_87.pdb	113.43	-
151	rigidbody_72.pdb	113.64	-
152	rigidbody_105.pdb	114.72	-
153	rigidbody_184.pdb	114.76	1
154	rigidbody_91.pdb	115.38	-
155	rigidbody_11.pdb	117.00	-
156	rigidbody_151.pdb	117.16	-
157	rigidbody_150.pdb	117.73	-
158	rigidbody_159.pdb	117.94	-
159	rigidbody_93.pdb	119.80	-
160	rigidbody_25.pdb	119.89	-
161	rigidbody_89.pdb	119.95	-
162	rigidbody_199.pdb	119.98	1
163	rigidbody_20.pdb	120.27	-
164	rigidbody_180.pdb	121.26	-
165	rigidbody_31.pdb	121.66	-
166	rigidbody_143.pdb	121.81	-
167	rigidbody_195.pdb	122.63	-
168	rigidbody_103.pdb	123.21	-
169	rigidbody_50.pdb	123.34	-
170	rigidbody_18.pdb	123.65	-
171	rigidbody_92.pdb	123.95	1
172	rigidbody_193.pdb	124.21	-
