rank	model_name	score	cluster_id
1	flexref_1.pdb	-46.90	-
2	flexref_33.pdb	-42.86	2
3	flexref_31.pdb	-39.83	2
4	flexref_32.pdb	-31.31	2
5	flexref_13.pdb	-20.38	-
6	flexref_34.pdb	-16.94	2
7	flexref_39.pdb	-16.27	2
8	flexref_2.pdb	-16.25	-
9	flexref_40.pdb	-9.57	2
10	flexref_11.pdb	-4.38	-
11	flexref_12.pdb	-2.53	-
12	flexref_36.pdb	1.38	2
13	flexref_9.pdb	1.84	-
14	flexref_35.pdb	2.90	2
15	flexref_19.pdb	5.37	-
16	flexref_3.pdb	7.93	1
17	flexref_4.pdb	15.20	1
18	flexref_14.pdb	17.68	1
19	flexref_22.pdb	19.62	3
20	flexref_38.pdb	20.83	2
21	flexref_37.pdb	22.25	2
22	flexref_20.pdb	24.66	1
23	flexref_15.pdb	31.06	1
24	flexref_16.pdb	34.98	1
25	flexref_8.pdb	35.69	-
26	flexref_28.pdb	36.77	3
27	flexref_24.pdb	38.45	3
28	flexref_6.pdb	45.32	1
29	flexref_17.pdb	50.09	1
30	flexref_27.pdb	50.74	3
31	flexref_21.pdb	52.60	3
32	flexref_5.pdb	58.57	1
33	flexref_18.pdb	61.40	1
34	flexref_30.pdb	64.65	3
35	flexref_10.pdb	67.84	1
36	flexref_25.pdb	70.67	3
37	flexref_26.pdb	74.27	3
38	flexref_7.pdb	76.17	1
39	flexref_29.pdb	79.50	3
40	flexref_23.pdb	90.66	3

