structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-196.48433
mdscoring_2.pdb	mdref_2.pdb	None	-181.493591
mdscoring_3.pdb	mdref_3.pdb	None	-189.99607999999998
mdscoring_4.pdb	mdref_4.pdb	None	-190.1978
mdscoring_5.pdb	mdref_5.pdb	None	-196.57684400000002
mdscoring_6.pdb	mdref_6.pdb	None	-188.50926
mdscoring_7.pdb	mdref_7.pdb	None	-177.88248
mdscoring_8.pdb	mdref_8.pdb	None	-161.44387000000003
mdscoring_9.pdb	mdref_9.pdb	None	-196.51794
mdscoring_10.pdb	mdref_10.pdb	None	-162.68055800000002
