structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-161.40972000000002
mdscoring_2.pdb	mdref_2.pdb	None	-143.3431
mdscoring_3.pdb	mdref_3.pdb	None	-144.20857999999998
mdscoring_4.pdb	mdref_4.pdb	None	-146.00211
mdscoring_5.pdb	mdref_5.pdb	None	-98.51496
mdscoring_6.pdb	mdref_6.pdb	None	-116.01624000000001
mdscoring_7.pdb	mdref_7.pdb	None	-132.63135499999999
mdscoring_8.pdb	mdref_8.pdb	None	-132.396418
mdscoring_9.pdb	mdref_9.pdb	None	-127.98503000000002
mdscoring_10.pdb	mdref_10.pdb	None	-140.45586000000003
