rank	model_name	score	cluster_id
1	flexref_3.pdb	-141.23	-
2	flexref_11.pdb	-137.82	1
3	flexref_19.pdb	-135.71	1
4	flexref_7.pdb	-132.86	-
5	flexref_8.pdb	-113.79	-
6	flexref_9.pdb	-110.97	-
7	flexref_18.pdb	-106.84	1
8	flexref_6.pdb	-98.19	-
9	flexref_5.pdb	-94.82	-
10	flexref_2.pdb	-89.01	-
11	flexref_15.pdb	-81.44	1
12	flexref_20.pdb	-81.09	1
13	flexref_1.pdb	-80.28	-
14	flexref_10.pdb	-66.85	-
15	flexref_17.pdb	-53.36	1
16	flexref_13.pdb	-39.15	1
17	flexref_16.pdb	-36.30	1
18	flexref_4.pdb	-21.80	-
19	flexref_12.pdb	-13.32	1
20	flexref_14.pdb	-0.53	1

