rank	model_name	score	cluster_id
1	rigidbody_33.pdb	27.80	-
2	rigidbody_51.pdb	43.12	-
3	rigidbody_124.pdb	51.36	-
4	rigidbody_91.pdb	54.17	-
5	rigidbody_102.pdb	55.76	-
6	rigidbody_66.pdb	56.34	-
7	rigidbody_183.pdb	58.87	-
8	rigidbody_127.pdb	58.99	-
9	rigidbody_22.pdb	60.42	-
10	rigidbody_107.pdb	60.93	-
11	rigidbody_35.pdb	61.33	-
12	rigidbody_100.pdb	62.39	-
13	rigidbody_194.pdb	62.79	-
14	rigidbody_94.pdb	64.59	-
15	rigidbody_97.pdb	65.39	-
16	rigidbody_154.pdb	66.84	-
17	rigidbody_64.pdb	66.99	-
18	rigidbody_62.pdb	67.98	2
19	rigidbody_129.pdb	68.15	-
20	rigidbody_134.pdb	68.36	-
21	rigidbody_7.pdb	69.48	-
22	rigidbody_200.pdb	71.48	-
23	rigidbody_173.pdb	73.23	-
24	rigidbody_3.pdb	73.52	1
25	rigidbody_185.pdb	74.87	-
26	rigidbody_133.pdb	75.09	-
27	rigidbody_175.pdb	75.47	-
28	rigidbody_119.pdb	76.04	-
29	rigidbody_164.pdb	78.08	-
30	rigidbody_4.pdb	78.14	-
31	rigidbody_24.pdb	78.31	-
32	rigidbody_99.pdb	79.35	-
33	rigidbody_79.pdb	79.48	-
34	rigidbody_86.pdb	79.55	-
35	rigidbody_19.pdb	80.84	-
36	rigidbody_168.pdb	81.17	-
37	rigidbody_160.pdb	81.30	-
38	rigidbody_9.pdb	81.70	-
39	rigidbody_37.pdb	81.84	-
40	rigidbody_87.pdb	82.11	-
41	rigidbody_11.pdb	83.23	-
42	rigidbody_182.pdb	83.71	-
43	rigidbody_136.pdb	83.86	-
44	rigidbody_47.pdb	83.93	1
45	rigidbody_197.pdb	84.06	-
46	rigidbody_28.pdb	85.86	-
47	rigidbody_56.pdb	87.54	1
48	rigidbody_120.pdb	87.84	-
49	rigidbody_68.pdb	88.06	-
50	rigidbody_88.pdb	88.15	-
51	rigidbody_137.pdb	88.60	-
52	rigidbody_151.pdb	88.96	-
53	rigidbody_59.pdb	89.27	-
54	rigidbody_159.pdb	89.85	-
55	rigidbody_125.pdb	90.46	-
56	rigidbody_10.pdb	90.60	-
57	rigidbody_48.pdb	91.18	1
58	rigidbody_101.pdb	92.01	1
59	rigidbody_190.pdb	92.14	-
60	rigidbody_43.pdb	92.81	-
61	rigidbody_188.pdb	93.16	-
62	rigidbody_158.pdb	93.84	-
63	rigidbody_126.pdb	94.57	-
64	rigidbody_61.pdb	94.77	-
65	rigidbody_49.pdb	95.20	1
66	rigidbody_177.pdb	95.42	-
67	rigidbody_75.pdb	95.43	-
68	rigidbody_45.pdb	95.82	-
69	rigidbody_74.pdb	95.96	-
70	rigidbody_54.pdb	96.53	-
71	rigidbody_104.pdb	97.26	-
72	rigidbody_165.pdb	97.48	-
73	rigidbody_69.pdb	97.58	1
74	rigidbody_156.pdb	97.75	-
75	rigidbody_52.pdb	98.06	-
76	rigidbody_106.pdb	98.08	-
77	rigidbody_27.pdb	98.22	-
78	rigidbody_65.pdb	98.26	-
79	rigidbody_34.pdb	98.54	-
80	rigidbody_90.pdb	99.06	1
81	rigidbody_96.pdb	99.42	-
82	rigidbody_144.pdb	99.69	-
83	rigidbody_198.pdb	100.14	-
84	rigidbody_40.pdb	100.42	-
85	rigidbody_131.pdb	100.74	-
86	rigidbody_132.pdb	101.03	-
87	rigidbody_111.pdb	101.22	-
88	rigidbody_15.pdb	101.86	1
89	rigidbody_147.pdb	101.89	-
90	rigidbody_153.pdb	102.38	1
91	rigidbody_67.pdb	102.50	-
92	rigidbody_166.pdb	102.64	-
93	rigidbody_181.pdb	102.79	1
94	rigidbody_92.pdb	103.58	-
95	rigidbody_18.pdb	104.59	-
96	rigidbody_141.pdb	104.60	-
97	rigidbody_8.pdb	104.66	2
98	rigidbody_122.pdb	104.92	-
99	rigidbody_42.pdb	105.13	-
100	rigidbody_169.pdb	105.40	-
101	rigidbody_162.pdb	106.14	1
102	rigidbody_187.pdb	106.26	-
103	rigidbody_53.pdb	106.68	-
104	rigidbody_76.pdb	107.03	-
105	rigidbody_29.pdb	107.05	-
106	rigidbody_36.pdb	107.32	-
107	rigidbody_196.pdb	107.40	-
108	rigidbody_109.pdb	107.61	-
109	rigidbody_70.pdb	107.65	-
110	rigidbody_170.pdb	107.77	-
111	rigidbody_41.pdb	107.95	-
112	rigidbody_26.pdb	108.11	-
113	rigidbody_195.pdb	108.58	-
114	rigidbody_152.pdb	108.86	-
115	rigidbody_57.pdb	109.37	2
116	rigidbody_30.pdb	109.62	-
117	rigidbody_167.pdb	110.14	-
118	rigidbody_193.pdb	110.66	-
119	rigidbody_72.pdb	110.93	-
120	rigidbody_60.pdb	111.44	-
121	rigidbody_71.pdb	111.71	-
122	rigidbody_58.pdb	111.80	-
123	rigidbody_161.pdb	111.86	2
124	rigidbody_186.pdb	112.31	-
125	rigidbody_81.pdb	112.54	-
126	rigidbody_80.pdb	112.90	-
127	rigidbody_17.pdb	112.97	2
128	rigidbody_16.pdb	113.15	-
129	rigidbody_95.pdb	113.16	2
130	rigidbody_150.pdb	113.20	-
131	rigidbody_115.pdb	114.26	-
132	rigidbody_93.pdb	114.36	-
133	rigidbody_157.pdb	114.74	-
134	rigidbody_139.pdb	115.76	-
135	rigidbody_130.pdb	116.27	-
136	rigidbody_46.pdb	116.37	-
137	rigidbody_180.pdb	116.41	-
138	rigidbody_1.pdb	117.01	-
139	rigidbody_143.pdb	117.86	2
140	rigidbody_13.pdb	118.88	2
141	rigidbody_142.pdb	118.98	1
142	rigidbody_77.pdb	121.25	-
143	rigidbody_112.pdb	121.35	-
144	rigidbody_85.pdb	122.62	-
145	rigidbody_172.pdb	122.68	-
146	rigidbody_123.pdb	122.70	-
147	rigidbody_2.pdb	122.96	-
148	rigidbody_116.pdb	123.02	2
149	rigidbody_178.pdb	123.74	-
150	rigidbody_148.pdb	123.86	-
151	rigidbody_31.pdb	123.89	-
152	rigidbody_192.pdb	124.63	-
153	rigidbody_118.pdb	124.95	-
154	rigidbody_82.pdb	125.73	-
155	rigidbody_12.pdb	127.15	-
156	rigidbody_138.pdb	128.03	-
157	rigidbody_103.pdb	128.19	-
158	rigidbody_5.pdb	128.34	-
159	rigidbody_145.pdb	130.22	-
160	rigidbody_83.pdb	130.93	-
161	rigidbody_171.pdb	132.00	2
162	rigidbody_23.pdb	132.24	-
163	rigidbody_149.pdb	132.39	-
164	rigidbody_78.pdb	132.94	-
165	rigidbody_117.pdb	132.97	2
166	rigidbody_155.pdb	133.21	1
167	rigidbody_38.pdb	133.53	-
168	rigidbody_89.pdb	133.72	-
169	rigidbody_113.pdb	133.86	-
170	rigidbody_110.pdb	133.91	-
171	rigidbody_174.pdb	134.21	-
172	rigidbody_176.pdb	134.84	-
173	rigidbody_44.pdb	136.43	-
174	rigidbody_6.pdb	136.50	-
175	rigidbody_189.pdb	137.15	-
176	rigidbody_63.pdb	137.93	2
177	rigidbody_179.pdb	138.58	-
178	rigidbody_25.pdb	139.23	-
179	rigidbody_20.pdb	139.25	-
180	rigidbody_184.pdb	139.85	-
181	rigidbody_21.pdb	140.16	-
182	rigidbody_105.pdb	140.29	-
183	rigidbody_135.pdb	142.29	-
184	rigidbody_121.pdb	142.85	-
185	rigidbody_114.pdb	142.98	-
186	rigidbody_108.pdb	143.90	-
187	rigidbody_128.pdb	144.92	-
188	rigidbody_191.pdb	146.50	-
189	rigidbody_163.pdb	148.81	-
190	rigidbody_199.pdb	149.35	-
191	rigidbody_140.pdb	149.97	-
192	rigidbody_55.pdb	150.94	-
193	rigidbody_98.pdb	152.96	-
194	rigidbody_32.pdb	153.41	-
195	rigidbody_14.pdb	155.66	-
196	rigidbody_84.pdb	157.34	-
197	rigidbody_73.pdb	158.89	-
198	rigidbody_50.pdb	168.51	-
199	rigidbody_39.pdb	169.22	-
200	rigidbody_146.pdb	176.32	-

