structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-200.30593000000002
mdscoring_2.pdb	mdref_2.pdb	None	-184.81640599999997
mdscoring_3.pdb	mdref_3.pdb	None	-183.24709
mdscoring_4.pdb	mdref_4.pdb	None	-183.02342400000003
mdscoring_5.pdb	mdref_5.pdb	None	-184.32331000000002
mdscoring_6.pdb	mdref_6.pdb	None	-184.19481
mdscoring_7.pdb	mdref_7.pdb	None	-182.71075000000002
mdscoring_8.pdb	mdref_8.pdb	None	-165.162645
mdscoring_9.pdb	mdref_9.pdb	None	-156.64147000000003
mdscoring_10.pdb	mdref_10.pdb	None	-177.34073
