structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-143.70153999999997
mdscoring_2.pdb	mdref_2.pdb	None	-159.36822
mdscoring_3.pdb	mdref_3.pdb	None	-145.70304
mdscoring_4.pdb	mdref_4.pdb	None	-153.36685000000003
mdscoring_5.pdb	mdref_5.pdb	None	-144.28
mdscoring_6.pdb	mdref_6.pdb	None	-136.23684000000003
mdscoring_7.pdb	mdref_7.pdb	None	-132.01551
mdscoring_8.pdb	mdref_8.pdb	None	-153.28797
mdscoring_9.pdb	mdref_9.pdb	None	-138.26443999999998
mdscoring_10.pdb	mdref_10.pdb	None	-148.36051000000003
