rank	model_name	score	cluster_id
1	flexref_12.pdb	-121.66	2
2	flexref_18.pdb	-107.47	2
3	flexref_17.pdb	-107.43	2
4	flexref_1.pdb	-107.02	3
5	flexref_3.pdb	-103.83	3
6	flexref_11.pdb	-97.27	2
7	flexref_2.pdb	-90.26	3
8	flexref_13.pdb	-82.49	2
9	flexref_7.pdb	-80.84	3
10	flexref_15.pdb	-80.62	2
11	flexref_20.pdb	-75.94	2
12	flexref_19.pdb	-74.19	2
13	flexref_14.pdb	-71.46	2
14	flexref_16.pdb	-65.50	2
15	flexref_9.pdb	-65.45	3
16	flexref_8.pdb	-56.17	3
17	flexref_6.pdb	-55.31	3
18	flexref_25.pdb	-51.65	1
19	flexref_24.pdb	-48.09	1
20	flexref_5.pdb	-46.80	3
21	flexref_10.pdb	-39.44	3
22	flexref_22.pdb	-33.23	1
23	flexref_4.pdb	-22.94	3
24	flexref_21.pdb	-21.85	1
25	flexref_27.pdb	-21.41	1
26	flexref_28.pdb	-13.19	1
27	flexref_30.pdb	-11.57	1
28	flexref_23.pdb	-11.41	1
29	flexref_26.pdb	2.21	1
30	flexref_29.pdb	8.69	1

