structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-130.18495000000001
mdscoring_2.pdb	mdref_2.pdb	None	-108.2355
mdscoring_3.pdb	mdref_3.pdb	None	-117.78760000000001
mdscoring_4.pdb	mdref_4.pdb	None	-101.6979
mdscoring_5.pdb	mdref_5.pdb	None	-120.99472000000002
mdscoring_6.pdb	mdref_6.pdb	None	-120.27529000000001
mdscoring_7.pdb	mdref_7.pdb	None	-106.37909
mdscoring_8.pdb	mdref_8.pdb	None	-123.63291000000001
mdscoring_9.pdb	mdref_9.pdb	None	-114.49031000000001
mdscoring_10.pdb	mdref_10.pdb	None	-107.06835000000001
