rank	model_name	score	cluster_id
1	flexref_11.pdb	-152.24	2
2	flexref_6.pdb	-113.96	-
3	flexref_21.pdb	-108.63	-
4	flexref_12.pdb	-97.42	2
5	flexref_38.pdb	-96.54	1
6	flexref_5.pdb	-88.68	-
7	flexref_24.pdb	-82.41	-
8	flexref_7.pdb	-77.20	-
9	flexref_16.pdb	-75.02	2
10	flexref_4.pdb	-72.37	-
11	flexref_23.pdb	-71.22	-
12	flexref_18.pdb	-69.89	2
13	flexref_27.pdb	-68.57	-
14	flexref_25.pdb	-67.51	-
15	flexref_9.pdb	-61.20	-
16	flexref_33.pdb	-60.47	1
17	flexref_1.pdb	-59.75	-
18	flexref_26.pdb	-59.52	-
19	flexref_10.pdb	-58.59	-
20	flexref_13.pdb	-51.36	2
21	flexref_19.pdb	-47.86	2
22	flexref_14.pdb	-43.05	2
23	flexref_40.pdb	-41.07	1
24	flexref_17.pdb	-38.11	2
25	flexref_35.pdb	-35.23	1
26	flexref_37.pdb	-34.64	1
27	flexref_28.pdb	-31.23	-
28	flexref_29.pdb	-29.42	-
29	flexref_30.pdb	-28.71	-
30	flexref_2.pdb	-24.24	-
31	flexref_3.pdb	-22.77	-
32	flexref_20.pdb	-21.95	2
33	flexref_8.pdb	-18.61	-
34	flexref_31.pdb	-18.41	1
35	flexref_15.pdb	-18.31	2
36	flexref_39.pdb	-16.85	1
37	flexref_34.pdb	-14.12	1
38	flexref_22.pdb	-13.34	-
39	flexref_36.pdb	3.63	1
40	flexref_32.pdb	9.54	1

