rank	model_name	score	cluster_id
1	rigidbody_134.pdb	18.94	-
2	rigidbody_30.pdb	41.04	-
3	rigidbody_3.pdb	53.64	-
4	rigidbody_36.pdb	56.77	-
5	rigidbody_109.pdb	56.82	-
6	rigidbody_19.pdb	59.38	-
7	rigidbody_90.pdb	63.31	-
8	rigidbody_8.pdb	64.70	-
9	rigidbody_94.pdb	68.89	-
10	rigidbody_96.pdb	70.43	-
11	rigidbody_154.pdb	70.56	-
12	rigidbody_49.pdb	71.76	-
13	rigidbody_182.pdb	72.26	-
14	rigidbody_66.pdb	72.92	2
15	rigidbody_117.pdb	72.97	-
16	rigidbody_51.pdb	74.38	-
17	rigidbody_160.pdb	74.79	-
18	rigidbody_64.pdb	75.64	-
19	rigidbody_164.pdb	77.15	-
20	rigidbody_9.pdb	78.01	1
21	rigidbody_13.pdb	78.86	-
22	rigidbody_148.pdb	79.06	-
23	rigidbody_129.pdb	79.28	-
24	rigidbody_91.pdb	79.56	-
25	rigidbody_69.pdb	79.63	-
26	rigidbody_153.pdb	79.86	-
27	rigidbody_196.pdb	80.26	-
28	rigidbody_93.pdb	80.91	-
29	rigidbody_47.pdb	81.90	-
30	rigidbody_176.pdb	82.05	-
31	rigidbody_111.pdb	83.32	1
32	rigidbody_198.pdb	84.08	4
33	rigidbody_173.pdb	84.11	-
34	rigidbody_124.pdb	84.20	2
35	rigidbody_95.pdb	84.95	2
36	rigidbody_79.pdb	85.93	-
37	rigidbody_106.pdb	86.21	-
38	rigidbody_1.pdb	86.41	2
39	rigidbody_166.pdb	86.99	-
40	rigidbody_163.pdb	87.00	-
41	rigidbody_57.pdb	87.06	3
42	rigidbody_62.pdb	88.46	-
43	rigidbody_46.pdb	88.59	-
44	rigidbody_84.pdb	88.78	-
45	rigidbody_170.pdb	88.81	-
46	rigidbody_144.pdb	89.27	-
47	rigidbody_42.pdb	89.42	-
48	rigidbody_43.pdb	91.19	1
49	rigidbody_168.pdb	91.37	-
50	rigidbody_77.pdb	91.74	-
51	rigidbody_35.pdb	91.80	-
52	rigidbody_16.pdb	91.82	-
53	rigidbody_120.pdb	92.08	3
54	rigidbody_11.pdb	92.79	-
55	rigidbody_178.pdb	92.82	-
56	rigidbody_61.pdb	93.19	4
57	rigidbody_97.pdb	93.70	3
58	rigidbody_175.pdb	93.82	-
59	rigidbody_31.pdb	94.23	-
60	rigidbody_190.pdb	94.73	-
61	rigidbody_121.pdb	95.47	-
62	rigidbody_172.pdb	95.54	-
63	rigidbody_56.pdb	96.16	-
64	rigidbody_107.pdb	96.75	-
65	rigidbody_99.pdb	96.79	-
66	rigidbody_171.pdb	97.03	-
67	rigidbody_197.pdb	97.58	-
68	rigidbody_34.pdb	98.14	-
69	rigidbody_100.pdb	99.31	-
70	rigidbody_185.pdb	100.44	-
71	rigidbody_81.pdb	100.46	-
72	rigidbody_53.pdb	101.23	-
73	rigidbody_119.pdb	102.29	-
74	rigidbody_157.pdb	102.38	1
75	rigidbody_127.pdb	102.46	-
76	rigidbody_152.pdb	103.83	2
77	rigidbody_159.pdb	103.84	3
78	rigidbody_88.pdb	104.17	-
79	rigidbody_24.pdb	104.49	3
80	rigidbody_4.pdb	104.66	3
81	rigidbody_199.pdb	104.72	-
82	rigidbody_141.pdb	105.34	-
83	rigidbody_17.pdb	105.49	-
84	rigidbody_63.pdb	105.53	-
85	rigidbody_76.pdb	105.59	3
86	rigidbody_48.pdb	105.93	-
87	rigidbody_67.pdb	106.09	-
88	rigidbody_105.pdb	106.13	-
89	rigidbody_137.pdb	106.29	4
90	rigidbody_22.pdb	106.83	-
91	rigidbody_102.pdb	106.88	-
92	rigidbody_32.pdb	107.01	-
93	rigidbody_200.pdb	107.20	-
94	rigidbody_71.pdb	108.04	-
95	rigidbody_136.pdb	108.24	-
96	rigidbody_126.pdb	108.36	2
97	rigidbody_86.pdb	108.85	-
98	rigidbody_189.pdb	109.47	2
99	rigidbody_113.pdb	109.49	4
100	rigidbody_184.pdb	109.78	-
101	rigidbody_65.pdb	109.82	4
102	rigidbody_165.pdb	110.00	-
103	rigidbody_139.pdb	110.08	-
104	rigidbody_23.pdb	110.16	-
105	rigidbody_156.pdb	110.21	-
106	rigidbody_70.pdb	110.42	-
107	rigidbody_125.pdb	110.48	3
108	rigidbody_68.pdb	110.53	-
109	rigidbody_72.pdb	110.54	-
110	rigidbody_115.pdb	110.58	-
111	rigidbody_142.pdb	110.69	-
112	rigidbody_103.pdb	110.76	3
113	rigidbody_132.pdb	111.69	1
114	rigidbody_28.pdb	111.87	2
115	rigidbody_54.pdb	112.31	-
116	rigidbody_80.pdb	112.56	-
117	rigidbody_195.pdb	112.56	-
118	rigidbody_147.pdb	112.80	1
119	rigidbody_33.pdb	112.88	-
120	rigidbody_26.pdb	113.02	4
121	rigidbody_177.pdb	113.19	-
122	rigidbody_162.pdb	114.05	-
123	rigidbody_89.pdb	114.23	-
124	rigidbody_192.pdb	114.40	-
125	rigidbody_60.pdb	114.43	-
126	rigidbody_12.pdb	114.48	2
127	rigidbody_37.pdb	114.52	-
128	rigidbody_82.pdb	114.90	-
129	rigidbody_2.pdb	115.60	-
130	rigidbody_145.pdb	115.65	1
131	rigidbody_149.pdb	116.09	2
132	rigidbody_174.pdb	116.21	-
133	rigidbody_83.pdb	116.28	-
134	rigidbody_133.pdb	116.53	1
135	rigidbody_114.pdb	116.76	4
136	rigidbody_186.pdb	117.68	-
137	rigidbody_5.pdb	117.70	-
138	rigidbody_194.pdb	117.76	4
139	rigidbody_150.pdb	118.01	-
140	rigidbody_193.pdb	118.03	-
141	rigidbody_188.pdb	118.88	-
142	rigidbody_161.pdb	118.88	1
143	rigidbody_15.pdb	118.89	1
144	rigidbody_45.pdb	118.91	2
145	rigidbody_27.pdb	118.91	2
146	rigidbody_87.pdb	119.26	-
147	rigidbody_135.pdb	119.35	4
148	rigidbody_40.pdb	119.44	-
149	rigidbody_187.pdb	119.63	-
150	rigidbody_7.pdb	120.63	-
151	rigidbody_169.pdb	121.57	-
152	rigidbody_112.pdb	121.62	-
153	rigidbody_122.pdb	121.89	2
154	rigidbody_118.pdb	122.04	3
155	rigidbody_41.pdb	122.11	-
156	rigidbody_167.pdb	122.21	-
157	rigidbody_44.pdb	122.37	3
158	rigidbody_98.pdb	123.27	-
159	rigidbody_140.pdb	123.28	1
160	rigidbody_110.pdb	123.73	-
161	rigidbody_29.pdb	123.96	-
162	rigidbody_183.pdb	124.03	-
163	rigidbody_10.pdb	124.38	1
164	rigidbody_25.pdb	125.50	-
165	rigidbody_58.pdb	126.35	1
166	rigidbody_138.pdb	126.81	-
167	rigidbody_75.pdb	127.12	-
168	rigidbody_158.pdb	128.61	-
169	rigidbody_131.pdb	128.65	-
170	rigidbody_6.pdb	128.97	-
171	rigidbody_123.pdb	129.46	-
172	rigidbody_78.pdb	129.48	4
173	rigidbody_101.pdb	129.84	2
174	rigidbody_21.pdb	130.01	1
175	rigidbody_130.pdb	130.39	1
176	rigidbody_39.pdb	130.58	2
177	rigidbody_38.pdb	130.87	1
178	rigidbody_191.pdb	130.90	-
179	rigidbody_50.pdb	131.01	1
180	rigidbody_104.pdb	131.62	3
181	rigidbody_18.pdb	131.65	-
182	rigidbody_92.pdb	132.36	4
183	rigidbody_20.pdb	132.70	-
184	rigidbody_73.pdb	132.85	3
185	rigidbody_179.pdb	136.96	-
186	rigidbody_116.pdb	138.90	2
187	rigidbody_85.pdb	139.04	-
188	rigidbody_180.pdb	140.08	-
189	rigidbody_155.pdb	140.18	-
190	rigidbody_14.pdb	141.94	4
191	rigidbody_55.pdb	141.96	-
192	rigidbody_59.pdb	144.12	-
193	rigidbody_151.pdb	148.20	-
194	rigidbody_143.pdb	148.90	-
195	rigidbody_181.pdb	151.09	-
196	rigidbody_52.pdb	151.11	-
197	rigidbody_74.pdb	152.99	3
198	rigidbody_128.pdb	153.60	2
199	rigidbody_108.pdb	154.20	-
200	rigidbody_146.pdb	175.18	-

