structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-154.05541
mdscoring_2.pdb	mdref_2.pdb	None	-171.967552
mdscoring_3.pdb	mdref_3.pdb	None	-159.3685
mdscoring_4.pdb	mdref_4.pdb	None	-145.05627000000004
mdscoring_5.pdb	mdref_5.pdb	None	-143.235483
mdscoring_6.pdb	mdref_6.pdb	None	-160.93280000000001
mdscoring_7.pdb	mdref_7.pdb	None	-163.13397
mdscoring_8.pdb	mdref_8.pdb	None	-155.34021
mdscoring_9.pdb	mdref_9.pdb	None	-153.03752500000002
mdscoring_10.pdb	mdref_10.pdb	None	-141.33043999999998
