structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-178.2721
mdscoring_2.pdb	mdref_2.pdb	None	-150.5506
mdscoring_3.pdb	mdref_3.pdb	None	-171.97580000000002
mdscoring_4.pdb	mdref_4.pdb	None	-168.1353
mdscoring_5.pdb	mdref_5.pdb	None	-154.32410000000002
mdscoring_6.pdb	mdref_6.pdb	None	-164.4864
mdscoring_7.pdb	mdref_7.pdb	None	-168.18280000000001
mdscoring_8.pdb	mdref_8.pdb	None	-150.21949999999998
mdscoring_9.pdb	mdref_9.pdb	None	-147.93810000000002
mdscoring_10.pdb	mdref_10.pdb	None	-150.2614
