rank	model_name	score	cluster_id
1	rigidbody_120.pdb	53.51	-
2	rigidbody_166.pdb	55.62	-
3	rigidbody_51.pdb	58.03	-
4	rigidbody_66.pdb	58.84	-
5	rigidbody_124.pdb	59.09	-
6	rigidbody_106.pdb	62.20	-
7	rigidbody_9.pdb	63.38	-
8	rigidbody_1.pdb	70.70	-
9	rigidbody_198.pdb	74.94	-
10	rigidbody_80.pdb	76.78	-
11	rigidbody_88.pdb	77.12	-
12	rigidbody_111.pdb	78.63	-
13	rigidbody_183.pdb	80.84	-
14	rigidbody_22.pdb	84.63	-
15	rigidbody_31.pdb	85.74	-
16	rigidbody_92.pdb	85.87	-
17	rigidbody_178.pdb	85.97	-
18	rigidbody_148.pdb	88.17	-
19	rigidbody_154.pdb	88.18	-
20	rigidbody_17.pdb	88.68	-
21	rigidbody_182.pdb	89.05	-
22	rigidbody_129.pdb	89.27	-
23	rigidbody_61.pdb	90.28	-
24	rigidbody_26.pdb	90.64	-
25	rigidbody_179.pdb	91.61	-
26	rigidbody_116.pdb	92.52	-
27	rigidbody_145.pdb	93.13	-
28	rigidbody_127.pdb	93.91	2
29	rigidbody_160.pdb	93.93	-
30	rigidbody_181.pdb	94.11	-
31	rigidbody_139.pdb	94.12	-
32	rigidbody_35.pdb	94.86	-
33	rigidbody_83.pdb	95.40	-
34	rigidbody_5.pdb	95.78	3
35	rigidbody_168.pdb	96.20	-
36	rigidbody_150.pdb	97.00	-
37	rigidbody_62.pdb	98.54	1
38	rigidbody_29.pdb	98.68	-
39	rigidbody_13.pdb	99.82	3
40	rigidbody_85.pdb	100.54	3
41	rigidbody_163.pdb	100.64	-
42	rigidbody_107.pdb	101.51	-
43	rigidbody_125.pdb	101.58	-
44	rigidbody_75.pdb	101.77	-
45	rigidbody_48.pdb	101.84	-
46	rigidbody_25.pdb	101.97	-
47	rigidbody_60.pdb	102.22	-
48	rigidbody_64.pdb	102.88	-
49	rigidbody_128.pdb	103.58	-
50	rigidbody_138.pdb	104.47	-
51	rigidbody_188.pdb	105.57	-
52	rigidbody_152.pdb	105.76	-
53	rigidbody_94.pdb	106.00	1
54	rigidbody_112.pdb	106.54	3
55	rigidbody_4.pdb	106.86	-
56	rigidbody_33.pdb	107.20	-
57	rigidbody_113.pdb	107.46	-
58	rigidbody_34.pdb	107.49	3
59	rigidbody_11.pdb	107.64	-
60	rigidbody_18.pdb	108.08	3
61	rigidbody_21.pdb	108.23	-
62	rigidbody_7.pdb	108.71	-
63	rigidbody_134.pdb	109.24	1
64	rigidbody_68.pdb	109.28	-
65	rigidbody_49.pdb	109.41	-
66	rigidbody_137.pdb	110.38	-
67	rigidbody_104.pdb	110.52	-
68	rigidbody_15.pdb	110.98	3
69	rigidbody_90.pdb	111.89	-
70	rigidbody_95.pdb	112.03	-
71	rigidbody_164.pdb	112.26	-
72	rigidbody_8.pdb	113.04	-
73	rigidbody_175.pdb	113.07	-
74	rigidbody_136.pdb	113.29	3
75	rigidbody_74.pdb	113.62	-
76	rigidbody_63.pdb	113.83	-
77	rigidbody_101.pdb	113.86	-
78	rigidbody_189.pdb	114.38	-
79	rigidbody_119.pdb	114.74	2
80	rigidbody_47.pdb	114.93	-
81	rigidbody_171.pdb	115.39	-
82	rigidbody_89.pdb	115.41	-
83	rigidbody_97.pdb	115.42	-
84	rigidbody_170.pdb	115.84	4
85	rigidbody_169.pdb	116.50	-
86	rigidbody_144.pdb	116.54	-
87	rigidbody_200.pdb	117.33	-
