structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-98.35653
mdscoring_2.pdb	mdref_2.pdb	None	-114.68557000000001
mdscoring_3.pdb	mdref_3.pdb	None	-99.789
mdscoring_4.pdb	mdref_4.pdb	None	-122.0189
mdscoring_5.pdb	mdref_5.pdb	None	-110.56971999999999
mdscoring_6.pdb	mdref_6.pdb	None	-104.45491000000001
mdscoring_7.pdb	mdref_7.pdb	None	-111.82919999999999
mdscoring_8.pdb	mdref_8.pdb	None	-130.3759
mdscoring_9.pdb	mdref_9.pdb	None	-111.88141
mdscoring_10.pdb	mdref_10.pdb	None	-83.41366
