rank	model_name	score	cluster_id
1	flexref_17.pdb	-172.11	1
2	flexref_14.pdb	-148.29	1
3	flexref_12.pdb	-146.60	1
4	flexref_11.pdb	-146.39	1
5	flexref_16.pdb	-134.99	1
6	flexref_26.pdb	-129.65	-
7	flexref_23.pdb	-127.17	-
8	flexref_22.pdb	-103.58	-
9	flexref_18.pdb	-100.77	1
10	flexref_13.pdb	-96.85	1
11	flexref_21.pdb	-86.91	-
12	flexref_15.pdb	-85.90	1
13	flexref_27.pdb	-82.62	-
14	flexref_7.pdb	-76.59	-
15	flexref_19.pdb	-75.55	1
16	flexref_25.pdb	-62.07	-
17	flexref_24.pdb	-60.68	-
18	flexref_29.pdb	-60.03	-
19	flexref_20.pdb	-52.87	1
20	flexref_28.pdb	-42.92	-
21	flexref_1.pdb	-40.75	-
22	flexref_4.pdb	-39.48	-
23	flexref_2.pdb	-28.65	-
24	flexref_9.pdb	-24.33	-
25	flexref_3.pdb	-24.27	-
26	flexref_8.pdb	-16.64	-
27	flexref_30.pdb	-12.90	-
28	flexref_10.pdb	-8.69	-
29	flexref_6.pdb	-1.22	-
30	flexref_5.pdb	12.70	-

