structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-168.84663999999998
mdscoring_2.pdb	mdref_2.pdb	None	-170.538104
mdscoring_3.pdb	mdref_3.pdb	None	-187.67399000000003
mdscoring_4.pdb	mdref_4.pdb	None	-187.60543
mdscoring_5.pdb	mdref_5.pdb	None	-165.65368999999998
mdscoring_6.pdb	mdref_6.pdb	None	-196.84426
mdscoring_7.pdb	mdref_7.pdb	None	-189.32302
mdscoring_8.pdb	mdref_8.pdb	None	-189.17489999999998
mdscoring_9.pdb	mdref_9.pdb	None	-183.12691000000004
mdscoring_10.pdb	mdref_10.pdb	None	-195.6832
