rank	model_name	score	cluster_id
1	rigidbody_136.pdb	45.63	-
2	rigidbody_185.pdb	47.37	-
3	rigidbody_134.pdb	52.93	-
4	rigidbody_100.pdb	53.16	-
5	rigidbody_29.pdb	53.49	1
6	rigidbody_3.pdb	57.44	-
7	rigidbody_22.pdb	58.33	1
8	rigidbody_175.pdb	60.30	-
9	rigidbody_19.pdb	60.94	-
10	rigidbody_48.pdb	61.92	1
11	rigidbody_66.pdb	61.94	-
12	rigidbody_69.pdb	64.50	-
13	rigidbody_8.pdb	66.31	-
14	rigidbody_57.pdb	66.75	-
15	rigidbody_199.pdb	67.03	-
16	rigidbody_194.pdb	69.90	1
17	rigidbody_92.pdb	70.31	-
18	rigidbody_182.pdb	70.48	-
19	rigidbody_159.pdb	71.54	-
20	rigidbody_196.pdb	71.81	-
21	rigidbody_119.pdb	72.64	-
22	rigidbody_172.pdb	72.89	-
23	rigidbody_106.pdb	74.27	-
24	rigidbody_17.pdb	77.38	-
25	rigidbody_107.pdb	78.41	-
26	rigidbody_147.pdb	78.51	1
27	rigidbody_178.pdb	80.89	-
28	rigidbody_23.pdb	81.53	-
29	rigidbody_192.pdb	81.72	-
30	rigidbody_90.pdb	81.99	-
31	rigidbody_127.pdb	82.01	-
32	rigidbody_67.pdb	82.13	-
33	rigidbody_91.pdb	82.63	-
34	rigidbody_40.pdb	83.25	-
35	rigidbody_101.pdb	83.28	-
36	rigidbody_166.pdb	83.31	-
37	rigidbody_171.pdb	83.66	-
38	rigidbody_21.pdb	83.99	-
39	rigidbody_144.pdb	84.07	-
40	rigidbody_33.pdb	84.41	-
41	rigidbody_16.pdb	84.56	-
42	rigidbody_168.pdb	84.78	-
43	rigidbody_126.pdb	84.79	-
44	rigidbody_137.pdb	84.94	-
45	rigidbody_121.pdb	85.65	1
46	rigidbody_11.pdb	85.96	1
47	rigidbody_197.pdb	87.50	-
48	rigidbody_103.pdb	87.60	-
49	rigidbody_87.pdb	87.62	-
50	rigidbody_39.pdb	90.17	1
51	rigidbody_62.pdb	90.49	-
52	rigidbody_177.pdb	91.77	-
53	rigidbody_88.pdb	92.60	-
54	rigidbody_104.pdb	92.63	-
55	rigidbody_73.pdb	93.18	-
56	rigidbody_167.pdb	94.04	-
57	rigidbody_47.pdb	94.35	-
58	rigidbody_36.pdb	94.37	-
59	rigidbody_59.pdb	94.82	-
60	rigidbody_133.pdb	95.19	-
61	rigidbody_9.pdb	96.14	-
62	rigidbody_14.pdb	96.15	-
63	rigidbody_96.pdb	96.19	-
64	rigidbody_125.pdb	96.26	-
65	rigidbody_157.pdb	96.81	-
66	rigidbody_160.pdb	97.95	-
67	rigidbody_37.pdb	98.24	-
68	rigidbody_54.pdb	98.62	-
69	rigidbody_65.pdb	99.29	-
70	rigidbody_162.pdb	99.51	-
71	rigidbody_56.pdb	99.78	-
72	rigidbody_12.pdb	100.16	-
73	rigidbody_26.pdb	100.68	-
74	rigidbody_120.pdb	100.95	-
75	rigidbody_164.pdb	100.95	-
76	rigidbody_128.pdb	101.25	-
77	rigidbody_186.pdb	101.98	-
78	rigidbody_170.pdb	102.13	-
79	rigidbody_80.pdb	102.44	-
80	rigidbody_102.pdb	102.98	-
81	rigidbody_46.pdb	103.13	-
82	rigidbody_61.pdb	103.17	-
83	rigidbody_82.pdb	103.57	-
84	rigidbody_79.pdb	103.79	-
85	rigidbody_64.pdb	104.67	-
86	rigidbody_30.pdb	104.88	-
87	rigidbody_97.pdb	105.11	-
88	rigidbody_198.pdb	105.16	-
89	rigidbody_43.pdb	105.83	-
90	rigidbody_2.pdb	105.85	-
91	rigidbody_129.pdb	106.01	-
92	rigidbody_116.pdb	106.16	-
93	rigidbody_148.pdb	106.39	-
94	rigidbody_4.pdb	106.43	-
95	rigidbody_81.pdb	107.05	-
96	rigidbody_188.pdb	107.30	-
97	rigidbody_49.pdb	107.58	-
98	rigidbody_130.pdb	108.04	-
99	rigidbody_52.pdb	108.70	-
100	rigidbody_6.pdb	108.96	-
101	rigidbody_124.pdb	109.18	-
102	rigidbody_152.pdb	109.89	-
103	rigidbody_150.pdb	110.09	-
104	rigidbody_83.pdb	110.13	-
105	rigidbody_149.pdb	110.47	-
106	rigidbody_173.pdb	110.62	-
107	rigidbody_193.pdb	110.64	-
108	rigidbody_51.pdb	110.98	-
109	rigidbody_32.pdb	111.46	-
110	rigidbody_76.pdb	111.79	-
111	rigidbody_155.pdb	111.92	-
112	rigidbody_165.pdb	112.14	-
113	rigidbody_158.pdb	112.27	-
114	rigidbody_58.pdb	113.45	-
115	rigidbody_111.pdb	113.66	-
116	rigidbody_77.pdb	113.67	-
117	rigidbody_35.pdb	113.84	-
118	rigidbody_1.pdb	114.13	-
119	rigidbody_112.pdb	114.39	2
120	rigidbody_99.pdb	114.48	-
121	rigidbody_115.pdb	114.55	-
122	rigidbody_85.pdb	114.70	-
123	rigidbody_31.pdb	114.75	-
124	rigidbody_156.pdb	115.06	-
125	rigidbody_27.pdb	115.73	-
126	rigidbody_86.pdb	116.41	-
127	rigidbody_42.pdb	117.09	-
128	rigidbody_154.pdb	117.12	-
129	rigidbody_138.pdb	117.37	-
130	rigidbody_191.pdb	117.59	-
131	rigidbody_195.pdb	119.06	-
132	rigidbody_141.pdb	119.23	-
133	rigidbody_153.pdb	120.02	-
134	rigidbody_200.pdb	120.67	-
135	rigidbody_63.pdb	121.46	-
136	rigidbody_123.pdb	121.52	-
137	rigidbody_68.pdb	121.76	-
138	rigidbody_28.pdb	122.13	-
139	rigidbody_15.pdb	122.91	-
140	rigidbody_75.pdb	123.76	-
141	rigidbody_146.pdb	123.94	-
142	rigidbody_70.pdb	124.00	-
143	rigidbody_98.pdb	124.00	-
144	rigidbody_151.pdb	124.45	-
145	rigidbody_139.pdb	124.45	-
146	rigidbody_184.pdb	124.96	-
147	rigidbody_71.pdb	124.96	-
148	rigidbody_45.pdb	125.47	-
149	rigidbody_94.pdb	125.95	-
150	rigidbody_25.pdb	126.16	-
151	rigidbody_105.pdb	126.36	-
152	rigidbody_145.pdb	129.15	-
153	rigidbody_18.pdb	129.43	-
154	rigidbody_72.pdb	129.52	-
155	rigidbody_34.pdb	130.04	-
156	rigidbody_174.pdb	130.11	-
157	rigidbody_60.pdb	130.35	-
158	rigidbody_181.pdb	130.54	2
159	rigidbody_117.pdb	130.62	-
160	rigidbody_114.pdb	130.79	-
161	rigidbody_176.pdb	132.38	-
162	rigidbody_95.pdb	132.50	-
163	rigidbody_5.pdb	132.55	2
164	rigidbody_142.pdb	133.85	-
165	rigidbody_84.pdb	134.38	-
166	rigidbody_183.pdb	134.58	-
167	rigidbody_93.pdb	137.01	-
168	rigidbody_7.pdb	137.14	-
169	rigidbody_13.pdb	139.13	-
170	rigidbody_20.pdb	139.96	-
171	rigidbody_190.pdb	140.19	-
172	rigidbody_78.pdb	140.72	-
173	rigidbody_161.pdb	142.00	-
174	rigidbody_143.pdb	142.54	-
175	rigidbody_38.pdb	142.92	-
176	rigidbody_24.pdb	143.26	-
177	rigidbody_50.pdb	143.47	-
178	rigidbody_89.pdb	145.98	-
179	rigidbody_187.pdb	146.03	-
180	rigidbody_140.pdb	146.08	-
181	rigidbody_163.pdb	147.14	-
182	rigidbody_41.pdb	147.18	-
183	rigidbody_53.pdb	147.80	2
184	rigidbody_55.pdb	149.92	-
185	rigidbody_10.pdb	151.27	-
186	rigidbody_132.pdb	151.33	2
187	rigidbody_135.pdb	153.60	-
188	rigidbody_44.pdb	153.67	2
189	rigidbody_169.pdb	154.42	-
190	rigidbody_108.pdb	156.84	-
191	rigidbody_180.pdb	157.82	-
192	rigidbody_179.pdb	158.53	-
193	rigidbody_109.pdb	158.78	-
194	rigidbody_131.pdb	159.01	-
195	rigidbody_110.pdb	160.36	-
196	rigidbody_189.pdb	163.19	-
197	rigidbody_113.pdb	165.02	-
198	rigidbody_118.pdb	170.88	2
199	rigidbody_74.pdb	173.63	2
200	rigidbody_122.pdb	184.34	-

