rank	model_name	score	cluster_id
1	flexref_1.pdb	-110.22	-
2	flexref_6.pdb	-95.50	-
3	flexref_4.pdb	-89.23	-
4	flexref_5.pdb	-86.18	-
5	flexref_3.pdb	-70.34	-
6	flexref_13.pdb	-66.70	1
7	flexref_2.pdb	-63.35	-
8	flexref_7.pdb	-58.66	-
9	flexref_9.pdb	-54.90	-
10	flexref_20.pdb	-53.27	1
11	flexref_14.pdb	-51.56	1
12	flexref_18.pdb	-45.37	1
13	flexref_17.pdb	-42.92	1
14	flexref_10.pdb	-38.97	-
15	flexref_12.pdb	-36.82	1
16	flexref_11.pdb	-32.93	1
17	flexref_16.pdb	-30.02	1
18	flexref_8.pdb	-23.97	-
19	flexref_19.pdb	-20.02	1
20	flexref_15.pdb	-3.94	1

