rank	model_name	score	cluster_id
1	rigidbody_66.pdb	30.77	-
2	rigidbody_120.pdb	55.49	-
3	rigidbody_19.pdb	60.09	-
4	rigidbody_129.pdb	63.49	-
5	rigidbody_134.pdb	64.24	-
6	rigidbody_90.pdb	68.08	-
7	rigidbody_9.pdb	70.36	-
8	rigidbody_165.pdb	70.82	-
9	rigidbody_97.pdb	73.62	-
10	rigidbody_157.pdb	74.53	1
11	rigidbody_8.pdb	75.66	1
12	rigidbody_124.pdb	75.86	1
13	rigidbody_164.pdb	76.60	-
14	rigidbody_75.pdb	77.44	-
15	rigidbody_48.pdb	77.65	1
16	rigidbody_88.pdb	77.79	-
17	rigidbody_168.pdb	78.84	-
18	rigidbody_125.pdb	79.13	1
19	rigidbody_33.pdb	80.06	1
20	rigidbody_65.pdb	80.06	1
21	rigidbody_56.pdb	80.80	1
22	rigidbody_16.pdb	80.97	1
23	rigidbody_62.pdb	81.20	-
24	rigidbody_119.pdb	81.45	-
25	rigidbody_195.pdb	81.87	1
26	rigidbody_107.pdb	82.04	-
27	rigidbody_177.pdb	82.24	-
28	rigidbody_143.pdb	82.39	-
29	rigidbody_87.pdb	84.20	-
30	rigidbody_141.pdb	84.76	-
31	rigidbody_175.pdb	84.79	1
32	rigidbody_7.pdb	84.80	-
33	rigidbody_111.pdb	85.16	1
34	rigidbody_13.pdb	85.22	-
35	rigidbody_99.pdb	85.24	1
36	rigidbody_96.pdb	85.50	-
37	rigidbody_112.pdb	86.19	-
38	rigidbody_60.pdb	86.43	-
39	rigidbody_1.pdb	86.47	1
40	rigidbody_84.pdb	87.89	1
41	rigidbody_47.pdb	87.97	-
42	rigidbody_17.pdb	88.09	-
43	rigidbody_91.pdb	88.88	1
44	rigidbody_153.pdb	88.89	1
45	rigidbody_12.pdb	89.07	1
46	rigidbody_3.pdb	89.65	1
47	rigidbody_145.pdb	89.69	-
48	rigidbody_57.pdb	89.87	-
49	rigidbody_71.pdb	90.75	-
50	rigidbody_171.pdb	90.85	1
51	rigidbody_197.pdb	90.90	-
52	rigidbody_182.pdb	91.22	-
53	rigidbody_42.pdb	91.36	-
54	rigidbody_173.pdb	91.62	-
55	rigidbody_200.pdb	91.86	1
56	rigidbody_28.pdb	91.89	-
57	rigidbody_166.pdb	92.03	1
58	rigidbody_152.pdb	92.46	1
59	rigidbody_37.pdb	92.90	-
60	rigidbody_2.pdb	93.22	-
61	rigidbody_102.pdb	93.23	-
62	rigidbody_106.pdb	93.69	-
63	rigidbody_104.pdb	93.84	-
64	rigidbody_77.pdb	94.05	-
65	rigidbody_136.pdb	94.08	-
66	rigidbody_68.pdb	94.22	1
67	rigidbody_76.pdb	94.35	-
68	rigidbody_109.pdb	95.34	-
69	rigidbody_101.pdb	95.53	1
70	rigidbody_151.pdb	95.60	1
71	rigidbody_49.pdb	95.90	-
72	rigidbody_144.pdb	95.99	1
73	rigidbody_22.pdb	96.13	1
74	rigidbody_95.pdb	96.14	-
75	rigidbody_127.pdb	96.48	-
76	rigidbody_92.pdb	96.55	-
77	rigidbody_137.pdb	96.87	-
78	rigidbody_147.pdb	96.98	-
79	rigidbody_169.pdb	97.57	-
80	rigidbody_184.pdb	99.56	-
81	rigidbody_138.pdb	99.73	-
82	rigidbody_46.pdb	99.80	1
83	rigidbody_80.pdb	99.99	-
84	rigidbody_72.pdb	100.13	-
85	rigidbody_21.pdb	100.74	-
86	rigidbody_126.pdb	100.94	-
87	rigidbody_198.pdb	101.42	-
88	rigidbody_64.pdb	101.67	-
89	rigidbody_35.pdb	101.90	-
90	rigidbody_159.pdb	102.07	-
91	rigidbody_31.pdb	102.23	-
92	rigidbody_160.pdb	102.25	-
93	rigidbody_178.pdb	102.51	-
94	rigidbody_128.pdb	102.72	-
95	rigidbody_176.pdb	103.00	-
96	rigidbody_59.pdb	103.39	-
97	rigidbody_192.pdb	103.40	-
98	rigidbody_78.pdb	103.55	1
99	rigidbody_170.pdb	103.81	-
100	rigidbody_70.pdb	103.94	-
101	rigidbody_118.pdb	103.95	1
102	rigidbody_133.pdb	104.14	-
103	rigidbody_183.pdb	104.17	-
104	rigidbody_24.pdb	104.77	-
105	rigidbody_44.pdb	104.93	-
106	rigidbody_149.pdb	105.12	-
107	rigidbody_53.pdb	105.42	-
108	rigidbody_63.pdb	105.73	-
109	rigidbody_94.pdb	106.18	-
110	rigidbody_131.pdb	106.19	-
111	rigidbody_89.pdb	106.27	-
112	rigidbody_93.pdb	106.35	-
113	rigidbody_23.pdb	106.37	-
114	rigidbody_189.pdb	106.45	-
115	rigidbody_5.pdb	106.49	-
116	rigidbody_30.pdb	106.79	-
117	rigidbody_121.pdb	106.84	-
118	rigidbody_142.pdb	106.95	-
119	rigidbody_41.pdb	107.10	1
120	rigidbody_161.pdb	107.59	-
121	rigidbody_79.pdb	107.83	-
122	rigidbody_27.pdb	107.86	-
123	rigidbody_11.pdb	108.04	-
124	rigidbody_45.pdb	108.12	-
125	rigidbody_150.pdb	108.16	-
126	rigidbody_186.pdb	108.31	-
127	rigidbody_82.pdb	109.24	-
128	rigidbody_67.pdb	109.37	-
129	rigidbody_25.pdb	109.99	-
130	rigidbody_122.pdb	110.65	1
131	rigidbody_83.pdb	110.80	1
132	rigidbody_15.pdb	110.81	1
133	rigidbody_148.pdb	110.90	-
134	rigidbody_18.pdb	111.09	1
135	rigidbody_185.pdb	111.30	-
136	rigidbody_26.pdb	111.41	-
137	rigidbody_86.pdb	111.57	1
138	rigidbody_163.pdb	112.40	-
139	rigidbody_34.pdb	112.62	-
140	rigidbody_132.pdb	112.67	-
141	rigidbody_116.pdb	112.77	-
142	rigidbody_140.pdb	113.32	-
143	rigidbody_43.pdb	113.49	-
144	rigidbody_181.pdb	114.49	1
145	rigidbody_32.pdb	114.56	-
146	rigidbody_156.pdb	114.93	-
147	rigidbody_114.pdb	115.57	-
148	rigidbody_85.pdb	116.42	-
149	rigidbody_29.pdb	116.44	-
150	rigidbody_108.pdb	116.73	-
151	rigidbody_174.pdb	117.18	-
152	rigidbody_172.pdb	117.32	-
153	rigidbody_61.pdb	117.53	-
154	rigidbody_123.pdb	118.36	-
155	rigidbody_58.pdb	119.00	-
156	rigidbody_6.pdb	120.07	-
157	rigidbody_180.pdb	120.32	-
158	rigidbody_158.pdb	120.53	-
159	rigidbody_113.pdb	121.17	-
160	rigidbody_100.pdb	121.47	-
161	rigidbody_115.pdb	121.60	-
162	rigidbody_199.pdb	122.69	-
163	rigidbody_167.pdb	122.72	-
164	rigidbody_154.pdb	122.75	-
165	rigidbody_194.pdb	123.09	-
166	rigidbody_103.pdb	123.21	-
167	rigidbody_190.pdb	123.54	-
168	rigidbody_81.pdb	123.74	-
169	rigidbody_38.pdb	124.48	1
170	rigidbody_54.pdb	124.68	-
171	rigidbody_196.pdb	125.42	-
172	rigidbody_135.pdb	126.08	-
173	rigidbody_155.pdb	126.28	-
174	rigidbody_14.pdb	126.32	-
175	rigidbody_51.pdb	126.58	-
176	rigidbody_50.pdb	126.95	-
177	rigidbody_130.pdb	127.10	-
178	rigidbody_40.pdb	128.85	-
179	rigidbody_110.pdb	128.92	-
180	rigidbody_69.pdb	129.51	-
181	rigidbody_10.pdb	129.51	-
182	rigidbody_74.pdb	129.60	-
183	rigidbody_73.pdb	129.60	-
184	rigidbody_179.pdb	131.05	-
185	rigidbody_55.pdb	131.19	-
186	rigidbody_20.pdb	131.45	-
187	rigidbody_188.pdb	132.49	-
188	rigidbody_39.pdb	132.88	-
189	rigidbody_191.pdb	133.14	-
190	rigidbody_187.pdb	134.81	-
191	rigidbody_36.pdb	135.01	-
192	rigidbody_4.pdb	135.54	-
193	rigidbody_193.pdb	137.52	-
194	rigidbody_117.pdb	138.27	-
195	rigidbody_162.pdb	140.29	-
196	rigidbody_139.pdb	143.02	-
197	rigidbody_52.pdb	145.45	-
198	rigidbody_98.pdb	151.29	-
199	rigidbody_105.pdb	153.32	-
200	rigidbody_146.pdb	158.63	-

