rank	model_name	score	cluster_id
1	rigidbody_51.pdb	18.78	-
2	rigidbody_185.pdb	55.82	-
3	rigidbody_154.pdb	57.59	-
4	rigidbody_66.pdb	66.97	-
5	rigidbody_33.pdb	67.37	-
6	rigidbody_74.pdb	69.78	-
7	rigidbody_47.pdb	71.75	-
8	rigidbody_137.pdb	73.58	-
9	rigidbody_19.pdb	74.77	-
10	rigidbody_125.pdb	75.59	-
11	rigidbody_13.pdb	76.19	2
12	rigidbody_65.pdb	76.21	-
13	rigidbody_46.pdb	76.23	-
14	rigidbody_198.pdb	78.60	1
15	rigidbody_129.pdb	79.92	2
16	rigidbody_49.pdb	80.66	1
17	rigidbody_153.pdb	80.91	-
18	rigidbody_30.pdb	80.97	-
19	rigidbody_1.pdb	81.86	-
20	rigidbody_83.pdb	83.89	-
21	rigidbody_84.pdb	84.40	-
22	rigidbody_157.pdb	84.77	2
23	rigidbody_95.pdb	84.99	2
24	rigidbody_124.pdb	85.08	1
25	rigidbody_22.pdb	85.44	-
26	rigidbody_134.pdb	85.47	-
27	rigidbody_102.pdb	86.15	-
28	rigidbody_120.pdb	86.36	-
29	rigidbody_8.pdb	86.65	1
30	rigidbody_111.pdb	86.72	1
31	rigidbody_97.pdb	87.26	-
32	rigidbody_75.pdb	87.38	-
33	rigidbody_182.pdb	87.81	-
34	rigidbody_119.pdb	87.84	-
35	rigidbody_69.pdb	88.85	-
36	rigidbody_91.pdb	89.11	-
37	rigidbody_177.pdb	89.16	-
38	rigidbody_136.pdb	89.30	2
39	rigidbody_60.pdb	89.65	-
40	rigidbody_144.pdb	90.43	-
41	rigidbody_106.pdb	91.18	-
42	rigidbody_127.pdb	91.54	-
43	rigidbody_164.pdb	91.71	-
44	rigidbody_105.pdb	92.09	-
45	rigidbody_48.pdb	92.11	1
46	rigidbody_178.pdb	92.17	-
47	rigidbody_104.pdb	92.39	-
48	rigidbody_76.pdb	92.84	-
49	rigidbody_6.pdb	93.05	-
50	rigidbody_17.pdb	93.26	-
51	rigidbody_5.pdb	93.32	-
52	rigidbody_195.pdb	93.45	3
53	rigidbody_166.pdb	93.70	-
54	rigidbody_3.pdb	93.92	3
55	rigidbody_71.pdb	94.23	1
56	rigidbody_56.pdb	94.95	-
57	rigidbody_163.pdb	96.05	-
58	rigidbody_107.pdb	96.07	-
59	rigidbody_87.pdb	96.35	-
60	rigidbody_54.pdb	96.38	-
61	rigidbody_196.pdb	96.74	-
62	rigidbody_86.pdb	97.41	-
63	rigidbody_61.pdb	97.67	-
64	rigidbody_62.pdb	98.00	-
65	rigidbody_34.pdb	98.26	-
66	rigidbody_173.pdb	98.31	-
67	rigidbody_43.pdb	98.48	1
68	rigidbody_40.pdb	99.19	-
69	rigidbody_200.pdb	99.30	3
70	rigidbody_145.pdb	99.32	-
71	rigidbody_159.pdb	99.53	-
72	rigidbody_112.pdb	99.63	-
73	rigidbody_113.pdb	99.65	1
74	rigidbody_184.pdb	100.17	-
75	rigidbody_171.pdb	100.24	-
76	rigidbody_151.pdb	100.28	-
77	rigidbody_192.pdb	100.32	-
78	rigidbody_57.pdb	100.86	-
79	rigidbody_99.pdb	100.92	-
80	rigidbody_42.pdb	100.93	2
81	rigidbody_172.pdb	101.19	2
