rank	model_name	score	cluster_id
1	rigidbody_9.pdb	20.56	4
2	rigidbody_62.pdb	24.79	4
3	rigidbody_198.pdb	28.57	4
4	rigidbody_119.pdb	29.18	4
5	rigidbody_144.pdb	31.35	-
6	rigidbody_111.pdb	36.42	-
7	rigidbody_96.pdb	38.18	4
8	rigidbody_153.pdb	43.17	4
9	rigidbody_134.pdb	44.73	-
10	rigidbody_190.pdb	45.61	-
11	rigidbody_127.pdb	46.84	-
12	rigidbody_37.pdb	50.73	-
13	rigidbody_165.pdb	52.02	-
14	rigidbody_160.pdb	53.97	-
15	rigidbody_171.pdb	54.23	4
16	rigidbody_66.pdb	55.28	-
17	rigidbody_47.pdb	55.34	-
18	rigidbody_149.pdb	55.77	4
19	rigidbody_10.pdb	58.02	4
20	rigidbody_52.pdb	58.02	-
21	rigidbody_136.pdb	59.67	-
22	rigidbody_159.pdb	60.37	-
23	rigidbody_187.pdb	61.08	4
24	rigidbody_65.pdb	62.06	-
25	rigidbody_164.pdb	62.09	-
26	rigidbody_129.pdb	62.58	-
27	rigidbody_138.pdb	63.26	-
28	rigidbody_16.pdb	63.40	2
29	rigidbody_196.pdb	64.96	-
30	rigidbody_175.pdb	66.59	2
31	rigidbody_151.pdb	67.16	2
32	rigidbody_90.pdb	67.66	-
33	rigidbody_30.pdb	68.06	-
34	rigidbody_135.pdb	68.19	4
35	rigidbody_67.pdb	69.02	-
36	rigidbody_185.pdb	69.12	-
37	rigidbody_5.pdb	71.41	-
38	rigidbody_15.pdb	71.49	2
39	rigidbody_1.pdb	71.90	-
40	rigidbody_3.pdb	73.80	-
41	rigidbody_177.pdb	73.96	-
42	rigidbody_87.pdb	74.23	2
43	rigidbody_123.pdb	74.50	2
44	rigidbody_57.pdb	74.83	2
45	rigidbody_58.pdb	75.19	2
46	rigidbody_106.pdb	75.52	-
47	rigidbody_20.pdb	75.81	4
48	rigidbody_97.pdb	75.88	-
49	rigidbody_12.pdb	76.49	2
50	rigidbody_181.pdb	76.76	-
51	rigidbody_41.pdb	77.01	-
52	rigidbody_71.pdb	78.15	-
53	rigidbody_33.pdb	78.96	-
54	rigidbody_18.pdb	79.29	-
55	rigidbody_122.pdb	79.42	-
56	rigidbody_81.pdb	79.54	-
57	rigidbody_31.pdb	79.59	-
58	rigidbody_147.pdb	80.78	-
59	rigidbody_2.pdb	81.98	-
60	rigidbody_50.pdb	82.21	-
61	rigidbody_132.pdb	82.89	-
62	rigidbody_63.pdb	84.20	2
63	rigidbody_61.pdb	85.72	-
64	rigidbody_59.pdb	85.88	-
65	rigidbody_169.pdb	86.83	-
66	rigidbody_104.pdb	86.84	-
67	rigidbody_34.pdb	86.85	-
68	rigidbody_199.pdb	86.89	2
69	rigidbody_166.pdb	86.98	-
70	rigidbody_69.pdb	87.73	-
71	rigidbody_133.pdb	87.81	-
72	rigidbody_68.pdb	87.86	-
73	rigidbody_182.pdb	88.66	-
74	rigidbody_143.pdb	88.98	-
75	rigidbody_120.pdb	89.79	-
76	rigidbody_45.pdb	90.68	2
77	rigidbody_51.pdb	91.76	-
78	rigidbody_126.pdb	91.89	-
79	rigidbody_77.pdb	92.04	-
80	rigidbody_24.pdb	92.50	-
81	rigidbody_101.pdb	92.52	3
82	rigidbody_14.pdb	93.00	-
83	rigidbody_95.pdb	93.19	-
84	rigidbody_78.pdb	93.21	-
85	rigidbody_110.pdb	93.46	-
86	rigidbody_188.pdb	93.49	-
87	rigidbody_155.pdb	93.99	-
88	rigidbody_109.pdb	94.07	3
89	rigidbody_8.pdb	94.08	-
90	rigidbody_39.pdb	94.34	2
91	rigidbody_22.pdb	94.55	3
92	rigidbody_186.pdb	94.76	-
93	rigidbody_27.pdb	94.80	2
94	rigidbody_157.pdb	95.17	-
95	rigidbody_72.pdb	95.20	-
96	rigidbody_141.pdb	95.24	-
97	rigidbody_117.pdb	95.29	-
98	rigidbody_172.pdb	95.65	-
99	rigidbody_19.pdb	96.00	-
100	rigidbody_48.pdb	96.03	-
101	rigidbody_26.pdb	96.16	-
102	rigidbody_23.pdb	96.47	2
103	rigidbody_99.pdb	97.09	-
104	rigidbody_102.pdb	98.31	-
105	rigidbody_43.pdb	98.49	-
106	rigidbody_35.pdb	98.83	-
107	rigidbody_137.pdb	99.62	1
108	rigidbody_167.pdb	100.01	-
109	rigidbody_76.pdb	100.20	-
110	rigidbody_170.pdb	101.04	-
111	rigidbody_161.pdb	101.36	-
112	rigidbody_91.pdb	101.45	-
113	rigidbody_130.pdb	101.57	2
114	rigidbody_73.pdb	101.58	-
115	rigidbody_53.pdb	101.60	-
116	rigidbody_103.pdb	101.85	3
117	rigidbody_128.pdb	102.52	-
118	rigidbody_114.pdb	102.63	-
119	rigidbody_29.pdb	102.77	-
120	rigidbody_89.pdb	102.87	5
121	rigidbody_46.pdb	102.90	-
122	rigidbody_183.pdb	103.17	3
123	rigidbody_115.pdb	103.56	-
124	rigidbody_156.pdb	103.81	3
125	rigidbody_56.pdb	104.15	-
126	rigidbody_55.pdb	104.34	-
127	rigidbody_168.pdb	104.60	5
128	rigidbody_124.pdb	104.86	1
129	rigidbody_200.pdb	104.90	5
130	rigidbody_40.pdb	105.71	1
131	rigidbody_49.pdb	105.82	-
132	rigidbody_112.pdb	105.98	-
133	rigidbody_94.pdb	106.91	1
134	rigidbody_64.pdb	107.43	-
135	rigidbody_74.pdb	107.63	-
136	rigidbody_54.pdb	107.68	-
137	rigidbody_13.pdb	107.79	-
138	rigidbody_84.pdb	108.09	5
139	rigidbody_17.pdb	108.10	-
140	rigidbody_139.pdb	108.59	3
141	rigidbody_178.pdb	108.63	-
142	rigidbody_152.pdb	108.67	3
143	rigidbody_92.pdb	109.25	-
144	rigidbody_85.pdb	110.83	-
145	rigidbody_116.pdb	110.89	1
146	rigidbody_11.pdb	110.97	-
147	rigidbody_176.pdb	111.01	-
148	rigidbody_25.pdb	111.67	-
149	rigidbody_150.pdb	112.44	-
150	rigidbody_154.pdb	112.77	3
151	rigidbody_113.pdb	113.28	-
152	rigidbody_197.pdb	114.03	1
153	rigidbody_42.pdb	114.11	5
