structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-144.33817000000002
mdscoring_2.pdb	mdref_2.pdb	None	-124.36574
mdscoring_3.pdb	mdref_3.pdb	None	-115.86169999999998
mdscoring_4.pdb	mdref_4.pdb	None	-144.74913
mdscoring_5.pdb	mdref_5.pdb	None	-123.9635
mdscoring_6.pdb	mdref_6.pdb	None	-115.78913
mdscoring_7.pdb	mdref_7.pdb	None	-150.02989000000002
mdscoring_8.pdb	mdref_8.pdb	None	-99.05351
mdscoring_9.pdb	mdref_9.pdb	None	-115.78399999999999
mdscoring_10.pdb	mdref_10.pdb	None	-124.4937
