structure	original_name	md5	score
mdscoring_1.pdb	mdref_1.pdb	None	-180.82645
mdscoring_2.pdb	mdref_2.pdb	None	-180.15106
mdscoring_3.pdb	mdref_3.pdb	None	-162.01147
mdscoring_4.pdb	mdref_4.pdb	None	-169.52450000000002
mdscoring_5.pdb	mdref_5.pdb	None	-153.22780000000003
mdscoring_6.pdb	mdref_6.pdb	None	-164.33122999999998
mdscoring_7.pdb	mdref_7.pdb	None	-150.66281
mdscoring_8.pdb	mdref_8.pdb	None	-153.79628
mdscoring_9.pdb	mdref_9.pdb	None	-158.54971
mdscoring_10.pdb	mdref_10.pdb	None	-127.50710000000001
